<<<<<<< HEAD
PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85
-1.377561205,1.565979089,1.343386018,-6.782269576,2.913398806,-3.918822982,0.162795014,2.817085887,5.668919411,-4.338949325,1.545415724,-1.831431974,-6.703846933,-0.006989285,-2.327127193,-6.979522363,-2.546586926,-2.357963478,-0.856284466,0.432966835,-4.589503513,5.221276936,-1.623513404,4.684670231,10.63944878,4.760548893,6.600714568,-4.060937592,-0.454172636,10.640869,-5.121812404,1.671257048,0.588013674,-14.27346968,6.889037667,-8.06223917,-6.822568362,10.39915902,14.96942434,3.723950358,-10.8607069,-11.47000779,-10.69842917,-14.61398113,-1.472408522,4.467118566,-6.589303083,-2.943854537,-5.026169051,4.873247242,-12.06285734,6.700873907,2.117127974,10.61406087,-10.04227604,5.858470911,-11.58555235,20.98348543,3.20905086,-3.901431093,-11.55789564,15.63978116,-5.559865446,19.06578463,-4.945710347,-8.147986397,5.143022949,-10.41832397,-12.51425047,3.710210804,15.3544682,-19.1840447,-1.44889569,24.92732958,10.91804728,3.865921242,28.32942961,-11.40276143,-7.771676604,11.75621665,-12.29225415,-15.63202049,3.74057328,-7.195575162,-13.31199787
-3.550031237,0.871908031,3.327895929,-6.689989151,-1.874613606,-9.901233295,-0.722092492,-5.06648626,-1.424654039,1.949219075,9.590681093,0.30985539,-7.374194505,-8.88212394,4.735398787,1.038129686,4.626081636,-3.622820783,-5.120534114,-6.907060317,6.819468271,-1.124358656,0.393363799,-0.452282402,-11.88792795,-6.208248108,-1.597966315,5.036368271,3.538613751,9.461442075,1.198151808,7.520588733,10.79587004,-0.605188117,21.26894618,0.107044944,5.694015907,-9.707250021,14.08447185,2.068420974,7.092854214,-6.876224426,6.411327404,-13.74381853,-5.527047447,-9.040537206,-4.697621564,7.830968924,7.861442077,-0.716175339,-4.165845448,-14.75297289,-6.355066021,-6.240033327,0.407257402,-2.526198863,-1.896320004,-12.42138874,29.03851796,-14.88964209,2.19942875,-7.886378782,5.346729819,20.26347818,-0.616877418,7.393276188,7.140535738,24.84099363,7.8929134,-17.02260537,-7.558736171,-10.83060903,9.193330352,-3.325088433,-15.23815396,-5.900610137,0.319035583,-2.091879031,-0.419335705,-0.689020641,-26.16407764,3.959715251,13.98328351,16.68688638,13.70229509
-1.226065957,-0.710699016,-2.917946548,-4.356214523,4.287308411,-9.842972678,-2.108905038,0.985654215,15.01834664,-1.716661709,4.359655397,-0.003555717,-1.985158624,2.872688621,-3.363386091,3.69970219,-7.922316953,2.281592872,2.481116224,4.192821417,2.297084142,2.200436782,0.154355209,4.28468672,-9.426071075,9.05096255,-5.411786958,-2.573663236,-9.185190646,-4.091469343,-6.032280351,4.053361383,-4.301883499,-3.583055571,13.27459004,-5.718789169,1.54431696,-3.326103377,-0.925897633,0.564016752,0.854546793,11.17435784,3.05617708,-3.763337135,-7.611808116,2.476366004,-1.50041809,5.138624993,-11.22743022,-14.09124847,12.75306056,-2.872513357,1.36157199,0.909275592,7.892358832,2.150835312,5.367836557,28.12779785,9.121794802,-1.644118158,10.48500427,14.6173207,-19.88044391,7.338578484,-4.310038915,-16.44923575,-3.761457894,11.78721642,1.774801068,8.637768372,-4.326703908,-6.981915216,0.811260801,-3.493660117,-6.805427288,22.46650713,-1.114631687,-16.67593477,-7.37669646,-4.493990496,13.44842717,17.58506553,-9.263278987,-16.44905205,5.347492495
-2.831781965,-1.391251821,-2.682877531,-2.039332126,-0.074274462,1.176095798,-1.356766729,-0.919859422,1.658013807,-0.561877859,-0.710221679,5.264941431,1.452356997,-2.976507024,4.62414539,3.272010187,-11.66994214,-10.78618306,-2.652574295,2.655597019,-6.047015271,-4.327234504,1.790584323,-2.719239929,-4.939090342,20.16513772,16.82405838,-1.829034236,14.19285155,-8.638398819,7.600097415,1.141591327,1.263671657,-5.268769896,-13.42163103,22.10004606,-1.513480882,-1.360528234,-15.95178126,-0.562642783,28.10509998,11.73498429,-15.17721337,4.582258226,1.467951794,16.50270939,15.37590849,-5.796500837,-12.97215358,-9.399330362,7.097884912,-3.158165881,-23.29609417,9.997830877,3.638493282,-7.738386851,17.11174047,-3.34960838,-7.554253752,7.280468428,-8.796445058,7.212475831,-16.64716948,38.65003684,19.47631616,3.482245269,4.130311487,7.122096185,-10.76849053,-3.451372352,-1.808551544,8.066913242,13.11066136,-3.621202259,-5.13458996,-10.40563187,14.98586478,0.120244058,0.133103145,11.77579799,-2.985455051,8.98700619,-0.927415615,1.810545131,-6.80648809
-6.701475299,-10.86458195,-4.540784131,37.32035829,14.57530765,-14.52312772,3.209479304,-0.164079818,5.603972104,-22.5648363,-8.071553475,-11.86086585,24.73883459,-8.163551759,-17.78678386,5.525194014,-9.412370679,-16.0549198,61.58925111,10.97683058,39.68271451,-13.49534389,-16.51701376,-19.84241758,-2.244589923,-8.053162071,7.539195372,0.871688878,2.849262444,-1.161423693,7.897727401,-7.477569456,4.765706816,-5.258896994,7.21530782,0.850411581,-6.160947195,-0.015329264,8.566731667,0.59297173,5.51987106,0.398620582,-2.35343239,-1.293970014,-1.658269104,2.404205002,3.654869617,-8.506606484,2.340630374,2.010864605,-2.024368261,0.952712448,-1.040798031,-5.81829677,-0.04307252,-0.306870112,-5.055538876,-3.298882712,3.857000397,-3.034344046,-0.503284979,0.869266696,-4.696743203,-0.225206282,-0.342045879,-1.286303611,-5.007159472,-4.283938899,1.098389634,-0.885305275,4.26684226,2.357448684,-1.820362191,-3.183479216,-2.021043651,-0.723152987,-1.258453438,-3.299504618,0.808222804,0.011399394,1.617161649,-1.989289842,-1.051132299,0.810750618,1.611288029
-7.159425442,2.112432422,-5.14868411,-3.911376688,-22.6124451,15.68816446,-10.41589097,1.292668451,-3.92129029,7.018747436,-10.91763882,-1.754589876,0.424701386,6.164908257,-10.28449401,1.552561904,-3.434598244,-6.687011645,0.001459394,-3.442378239,15.53660095,56.29827972,-16.20004172,-3.088946857,-20.88398807,2.259743299,-17.62019167,17.03688886,-18.86870492,6.006879243,16.99836916,-16.07960968,13.42592144,9.255688399,-4.107833424,1.475255247,-4.272584889,-2.916910398,13.77022125,-15.09205076,-10.8273404,-18.33491634,-9.971242981,12.31985989,-5.597802012,8.143600238,8.497401376,4.812372585,3.46000956,2.056110911,4.225545495,-8.777668235,-4.722115886,1.385069926,12.69138273,10.7447771,-5.972322692,8.328144626,-5.9117256,5.01147564,-0.618538438,2.535762113,-4.059990461,3.211892799,10.86804061,0.37633273,4.000048942,9.179367862,-17.10803439,10.20733149,2.566659655,4.922261662,-0.220028945,-0.241890632,2.325612555,-5.88303491,-5.213126676,2.468221285,-0.596705901,-2.019142579,-7.631166221,1.198776183,-1.651117547,-0.121183931,3.516411441
0.095191395,-2.356224942,-0.282366797,-0.039839821,4.443696338,1.644400128,-4.723820435,1.526890679,14.29753167,-5.57723192,1.667134266,-6.372941854,-0.15172169,0.163087884,1.917741236,1.489832544,-1.434690077,5.918009239,7.275357261,-2.249628536,3.837798077,-0.334936617,-3.859105862,6.822514629,-0.94658027,-2.302027201,-8.139708057,4.69633838,-5.842912715,-1.936471657,-23.19830874,5.043184014,8.102124539,8.387135629,-21.49502189,-3.324629407,-2.12755415,1.928361284,-17.07105895,3.574615014,-13.64921202,-18.77754137,-10.84509501,9.889822573,-2.735883776,-10.51991638,-7.755631957,-19.12986689,-7.811089899,1.287714474,-17.70592371,-0.637856806,-13.91626321,16.77818872,-4.995598856,1.370206753,-2.489852561,6.227897082,7.174150354,-7.484960256,13.90824732,-7.858242816,15.26299718,19.12374818,-11.806881,-18.64969796,5.262664339,6.210675383,14.65730146,3.062778414,-2.945553897,7.742978916,-10.92335713,-10.4886596,6.968535693,3.512257321,-1.073959735,3.391491681,30.6035976,-0.56157815,-3.182230086,23.29691974,3.168479407,6.954035695,-27.31578631
-5.227963864,1.15220956,-0.067576557,-5.649215045,-6.175867248,-6.387677926,1.517227137,0.769173528,0.800015467,0.791329804,3.701418721,1.275227529,-2.286211112,-4.582612916,-2.319910623,2.412803931,-1.10251297,0.444825523,-5.073257095,3.097603343,2.61140096,-5.868775306,-11.24925453,11.26754072,-3.515555258,-7.24360727,6.503711735,-7.940538202,10.93085984,-15.02448068,3.219828915,10.34013333,-18.30821065,-4.564813672,-4.713816677,7.027795307,-3.974798595,-20.60993852,-3.428107012,-8.231755195,-6.144320231,5.317203437,-7.095359125,18.41817953,-13.22941591,-5.562701815,8.811304993,-10.12500754,3.468751833,9.336734931,0.176255843,2.886089474,-1.602881024,1.164819165,5.233472592,23.67464938,6.570853611,-26.6390955,7.921503819,-17.87750809,4.909581852,-3.794530503,-9.497581355,-3.465128932,6.240991557,-2.128436933,13.75673601,17.25255107,12.17288215,39.33089854,-5.507250653,-10.17086979,-6.685405684,7.459326186,-9.445594529,8.975393332,3.138887303,-4.292776992,-1.325198535,1.000463703,-4.354590003,-19.97960624,14.72449928,-4.828510562,4.851452319
-8.165656165,-7.715675225,-5.55782043,23.06845804,-5.292739022,44.16597321,3.479601965,-36.53439657,-9.734068331,30.48384149,67.25824034,-13.47290332,-5.567593415,1.744200872,-19.76895753,-11.60525693,-14.51964632,-3.677631743,17.27700315,-4.575412108,-7.309828877,-4.537579678,-0.779473396,8.687720858,3.232015818,3.868613643,5.360868346,0.255433283,-9.604937625,4.360354415,-12.3605948,-6.700033839,-9.39211362,-6.638875881,4.5584326,2.166852674,-4.027223829,0.216580199,1.174591776,0.967746978,1.236088563,1.626723069,1.284768912,1.145309996,2.37835528,6.258228854,2.333309796,1.39692554,1.922829057,-0.759535122,-3.36578202,0.833635117,-0.644390681,-1.140119413,-1.376888748,2.91961544,1.323739159,-1.439284647,-2.96911498,2.877169155,3.633177313,-0.144351039,2.061384397,-2.967317559,3.779913141,-0.188509914,1.967535939,1.05387832,-0.211221294,-0.86451388,-3.639837211,1.324352832,-2.200005366,3.529349324,-0.307102585,0.125543372,-1.529987849,1.844714914,1.266005877,1.976090743,0.268906896,-0.404516977,-2.285731161,2.29690069,-0.049487168
=======
PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85
-7.84979071,-4.913324203,-4.562786607,17.60722851,-9.504661095,25.78475568,-12.24623197,-1.314142714,17.24735696,-13.5866944,1.751458646,-33.70671016,-3.111088041,13.75834267,73.19808484,-23.45079636,12.97311796,5.703557936,4.223246251,36.17303196,5.120981119,8.886326605,-2.579807316,-3.514037787,1.53528259,0.261104894,-5.097870585,-0.032846526,5.812062773,-4.072555283,-0.326381548,-4.752816646,-1.316940754,-5.008720385,1.759673002,0.415081322,1.814655556,-8.396926545,2.905085861,-5.158991226,2.065319618,4.537621329,1.671099962,-6.158780847,-0.047451158,2.596192922,-2.594423084,-1.686687413,-6.740627512,2.199741447,3.783512414,-0.755594091,-0.358482594,1.000170224,-0.223966833,-0.511597866,3.04817214,-4.651110646,2.249808202,3.650966048,2.530620037,-3.910290637,3.83767169,-1.223663968,-0.815489288,2.684115799,0.39140942,-4.478592156,2.374163528,0.90244698,-0.579327825,-4.684455957,1.07568949,3.265756078,-1.444133996,-0.566622898,0.917980976,1.638672157,-3.257251632,1.025032614,1.763528296,-0.520800414,-0.772637977,-2.327079528,2.303890715
-5.780861915,-2.260956272,-3.274151627,-4.481350127,-4.890759687,-1.149923681,1.215108494,0.166120001,17.9671258,0.717687371,0.534163393,3.200673855,-2.101218452,-2.543725893,-1.021146737,1.006686264,-7.023030191,2.254460093,-2.857561239,-1.061010194,-4.632195474,11.52014223,-4.372278624,-2.205057022,-4.929814452,-7.273404436,-3.816236251,-0.5427486,-11.44796288,-1.033869028,-13.67413305,2.378051612,6.987360258,-7.559331967,-2.217772407,8.266027153,-15.18473376,-10.88921454,-16.46016371,20.03379145,3.934838482,1.191794227,8.949373828,9.877130193,-12.58453067,-1.465779002,3.472389399,-1.373163621,-6.545467668,13.90364336,4.318625187,9.031128731,21.58061496,-7.597027645,22.07425483,-13.00130786,-22.30961689,-5.296587169,-2.368946848,5.277083108,-5.927694625,4.057592749,-1.240352329,-5.411367998,31.41155852,-5.42346615,-7.718055024,3.542986631,27.83984465,-15.85923458,10.87953198,-0.471507173,-3.750648309,-18.77205101,5.514277756,3.988009917,15.53996638,11.29894855,-2.610213018,2.920187869,6.42914031,-2.415642654,13.43046209,-15.68137336,0.66971139
-0.115297482,2.623161038,-2.422134522,-10.56760761,-3.596515596,0.808879681,-6.056784801,5.26749948,3.930020978,1.049189848,-0.079079305,4.600001496,-11.31430607,-1.472360863,-7.476030549,-3.281275339,1.735332168,10.76486305,9.168876894,4.895992333,2.812515687,5.634497491,2.071260853,4.810322243,16.87779573,9.974734526,-17.48791088,-5.294773661,2.634386724,0.591444724,-6.803102646,-15.98114349,10.84498973,8.437501592,1.685219703,11.2450923,8.058498405,14.22421418,8.375978986,19.51664439,13.84972286,9.409143158,-12.15265764,2.672731583,12.16444303,8.310957171,0.31233045,1.907558606,9.213562357,11.7577099,2.676108482,0.035362348,6.906278458,-7.526754117,-18.05765413,-6.923592985,6.34129693,0.860288961,8.159396976,17.71958552,10.14369223,-2.076657515,-16.37603445,0.816761959,-11.14155949,-13.15752226,2.905581958,-0.666860534,15.51238197,13.41904875,-4.904553503,2.900014362,-6.155956726,-6.707477914,-8.593864743,5.569717214,22.06447289,1.766314736,-13.69334972,-30.38268581,-12.72311455,-13.78924674,3.601725897,-0.143254243,-3.961158132
-5.659466329,-8.265581136,-1.909666663,10.39520924,6.150846898,5.17144418,7.818915438,-11.84262482,8.569482784,8.587618094,4.400037243,2.569634697,15.98792202,11.11695647,1.813999879,21.00847747,-16.49483785,-22.56313009,-49.4289046,17.66210051,41.25754775,-26.28963533,-1.031555421,7.948830374,8.454941202,-12.54891008,-28.63073745,-18.80907048,-0.728902635,20.29223599,1.847600073,-9.187312968,8.497531329,5.871471704,4.58986593,7.406864301,-2.2623438,4.627636132,-4.276567205,-15.67381919,0.033399889,-4.475785032,-7.817164908,7.903869077,-1.710779399,-8.018214577,-3.580277006,7.611629544,1.80289567,-4.854705298,-5.854501387,3.424310077,5.787315643,4.438996833,2.05969993,-7.924851497,1.440677572,0.099658098,-0.218275114,5.795711733,-3.059011554,0.525321575,-1.058652297,3.604073758,-2.459232613,4.611234623,-3.016731825,-2.220444666,-1.22232441,3.260055294,0.639168575,2.777276495,1.518046435,-1.077864592,2.936772496,-0.60879611,6.593741109,-0.309823603,-3.610618871,-0.966437129,5.181483851,-3.302273264,2.132198672,1.462758901,-2.265684229
